"Data Source","World Development Indicators",

"Last Updated Date","2021-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Nauru","NRU","Agricultural land (sq. km)","AG.LND.AGRI.K2","","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","","",
"New Zealand","NZL","Agricultural land (sq. km)","AG.LND.AGRI.K2","","157770","158570","158930","159160","158520","158280","158440","158400","156830","156770","156700","160610","160220","159990","163790","167150","166110","167970","166840","168070","173320","167290","167300","165790","164460","165090","164700","163350","162560","161820","161190","159600","159190","151160","149750","149040","149030","149030","149030","154130","154180","120990","118580","118900","117120","113750","114870","113740","114900","114080","113710","112094","111060","111160","107120","106140","106440","104670","","",
"OECD members","OED","Agricultural land (sq. km)","AG.LND.AGRI.K2","","13951218.445","13950244.315","13963730.782","13967863.096","13987034.91","13990366.257","14008804.639","14246610.611","14222290.189","14012223.985","14055201.667","14053606","14022560","14033092","14023841","14037359.9","13941936","13968738","13935981","13948229","13945111","13906695","13846266","13878374","13881735","13697608.92","13692090","13698826","13661827","13632200","13593163.644","13672990","13644225","13703107","13603904","13585734","13534289","13557327","13445408","13455485.8","13413147.808","13269544.2","13168789.1","12731524.1","12879765.9","12837456.6","12697395.2","12557323.2","12462182.8","12329537.7","12479320.4","12362344.738","12217738.123","12233637.037","11986304.526","11946212.069","12310476.227","12171277.909","","",
"Oman","OMN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","10350","10350","10350","10360","10360","10360","10380","10400","10400","10420","10420","10440","10450","10460","10470","10480","10490","10510","10510","10510","10510","10510","10550","10590","10610","10670","10700","10730","10770","10800","10800","10830","10720","10720","10710","10710","10700","10710","10710","11730","11736","12734","13730","14720","14650","14630","14650","14572","14544","14432","14368","14238","14195","14198","14340","14360","14519.2","14588.9","","",
"Other small states","OSS","Agricultural land (sq. km)","AG.LND.AGRI.K2","","809000","809260","809450","809730","809980","810290","810220","809970","809040","807240","806760","806540","806302","805360","802853","803109","802911","803243","802295","801655","802009","802430","802520","802860","803028","803112","803604","803554","803164","771879.8","771677.42","785133.04","786525.66","776738.78","808219.95","777658.92","777804.99","777391.06","777667.13","778908.2","777661.24","775870.28","776892.32","776546.84","778374.45","782721.56","782595.67","783922.88","785150.49","784721.8","785456.94","785189.32","782101.78","783931.44","782568.5","784199.3","785068.8","785545.27","","",
"Pakistan","PAK","Agricultural land (sq. km)","AG.LND.AGRI.K2","","357300","358400","358800","363550","372350","374150","374700","371700","357000","358650","354850","355050","364000","357400","360350","357120","359130","364170","363370","374160","365040","385090","364090","375000","371180","355710","366710","353470","358600","352060","352700","353800","357500","357900","360260","361720","366690","367600","367560","366980","369720","368840","368420","360450","359650","361350","360130","353130","352770","352420","359360","360630","362800","362520","362020","367940","370030","363000","","",
"Panama","PAN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","16240","16340","16440","16480","16580","16680","16690","16790","16870","16840","17130","17430","17630","17850","18060","18270","18490","18500","18520","18550","18820","19140","19410","19660","19950","20200","20450","20700","21000","21240","21340","21500","21500","21350","21320","21320","21400","21490","21570","22300","22404","22378","22352","22326","22300","22244","22318","22292","22316","22663.9","22630","22590","22590","22590","22590","22590","22590","22590","","",
"Peru","PER","Agricultural land (sq. km)","AG.LND.AGRI.K2","","169560","170990","174300","176680","177500","176750","176840","177800","178190","179130","179220","182720","183190","183190","183290","184190","185420","185940","186300","186790","187040","187540","188020","188530","188650","188940","189190","189290","189390","218360","218960","219560","219660","216379","218890","221220","223350","226030","228260","231240","231070","227550","228880","229060","232360","234120","235680","237150","239460","240230","241040","243321","243740","237790","233340","236870","236670","236087","","",
"Philippines","PHL","Agricultural land (sq. km)","AG.LND.AGRI.K2","","77130","77920","78720","81520","81320","81300","83050","82810","82530","83100","82790","84300","85960","88620","91920","96740","100900","101400","103940","106250","106700","107400","107800","108200","109100","109800","110200","110600","111000","111400","111570","111150","110650","110150","110150","111050","113350","112850","112350","112340","111840","111350","112400","114700","113550","115800","117900","120100","121000","121000","122600","124300","124400","124400","124400","124400","124400","124400","","",
"Palau","PLW","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","","",
"Papua New Guinea","PNG","Agricultural land (sq. km)","AG.LND.AGRI.K2","","4950","4950","4950","5050","5050","5110","5560","5850","6160","6410","6690","6790","6890","6980","7140","7240","7350","7560","7680","7720","7780","7700","7670","7750","8080","8300","8460","8630","8700","8770","8820","8870","8930","8980","9340","9550","9620","9740","9930","10050","10100","10000","10050","10200","10300","10400","10400","11900","11900","11900","11900","11900","11900","11900","11900","11900","11900","11900","","",
"Poland","POL","Agricultural land (sq. km)","AG.LND.AGRI.K2","","203220","202620","201840","201300","199460","199470","198190","197770","195570","195430","195080","193710","193260","192570","192240","191990","191590","191110","190480","190070","189100","188910","188790","189390","189140","188790","188690","188200","188070","187930","187530","187430","187150","187070","186220","184740","184570","184430","184350","184130","177880","168990","161690","163270","159060","159570","154690","156010","156190","144490","147790","145290","144100","144240","143710","143740","144620","145120","","",
"Pre-demographic dividend","PRE","Agricultural land (sq. km)","AG.LND.AGRI.K2","","6246175.1","6261290","6298829.1","6318690.7","6346771.3","6324999.9","6348038.7","6361379.5","6423870.3","6398964.7","6399175.6","6363310","6417220","6374410","6376880","6387140","6344330","6344220","6339570","6371270","6350320","6369190","6386780","6432590","6483430","6548610","6554420","6575760","6588670","6478279.9","6391816.47","6421783.24","6526408.26","6549892.58","6569376.85","6592771.12","6621625.49","6644219.76","6682424.03","6704018.3","6750640.08","6777022.26","6820344.74","6835560.4","6914003.45","6922609.7","6947135.75","6994322.5","7023657.55","7056007.8","8056814.48","8139799.14","8179480.7","8201627.7","8212242.7","8227980.521","8234797.9","8244282.82","","",
"Puerto Rico","PRI","Agricultural land (sq. km)","AG.LND.AGRI.K2","","6160","6010","6050","5850","6090","5810","5680","5660","5620","5520","5300","5150","4920","4940","4930","4930","4910","4950","4860","4750","4670","4670","4660","4640","4610","4630","4620","4620","4500","4350","4200","4100","3110","3090","3090","3090","2910","2725","2599","2472","2347","2220","2156","2090","2024","1958","1890","1907","1923","1939","1955","1968","1922","1876","1830","1784","1738","1689","","",
"Korea, Dem. People's Rep.","PRK","Agricultural land (sq. km)","AG.LND.AGRI.K2","","23800","23800","23800","23800","23800","23800","23800","23800","23800","23800","23800","23800","24300","24300","24300","24300","24300","24300","24300","25150","25150","25150","25150","25150","25150","25150","25150","25150","25150","25180","25300","25300","25500","26500","26500","25500","25500","25500","25500","25500","25500","25500","25500","25500","26000","26000","26000","26500","26700","26800","26300","26300","26300","26300","26300","26300","26300","26300","","",
"Portugal","PRT","Agricultural land (sq. km)","AG.LND.AGRI.K2","","38750","38810","38870","38930","38990","39050","39110","39130","39230","39290","39350","39410","39460","39510","39560","39610","39660","39710","39760","39790","39820","39850","39880","39910","39940","39970","40010","40050","40050","39630","39200","38780","39590","39520","39240","37300","35820","37225","38630","39563.8","38538.2","38777.2","38136.8","38696.1","38238.9","37576.6","36609.2","37258.6","36955.8","36541.7","36493.6","36644.1","37011","36638.8","36387.8","36190.3","35878.014","35739.9","","",
"Paraguay","PRY","Agricultural land (sq. km)","AG.LND.AGRI.K2","","104110","105220","106400","107720","108950","110200","111210","112170","113170","114170","115180","116180","117660","120330","122540","124740","126840","124050","126150","130350","134570","138930","144300","149670","154990","165510","170480","170850","171220","141841.4","144395.61","146949.82","149504.03","160320","164580","190210","191710","196020","200830","167383.5","170804.94","195810","193460","181069.26","184490.7","187912.14","191333.58","194755.02","198176.46","201597.9","205740.44","209882.98","214025.52","217480","219530","217490","217380","218190","","",
"West Bank and Gaza","PSE","Agricultural land (sq. km)","AG.LND.AGRI.K2","","3660","3660","3660","3650","3650","3660","3670","3670","3670","3680","3680","3680","3680","3690","3690","3710","3730","3750","3740","3750","3790","3800","3820","3830","3800","3800","3780","3780","3770","3750","3720","3700","3700","3700","3760","3720","3700","3490","3640","3720","3690","3700","3670","3670","3637.99987792969","3577.00012207031","3535","3502.00012207031","2992.99987792969","2478.99993896484","2595","2719.70001220703","2808.20007324219","2980","2969.20013427734","2969.20013427734","","","","",
"Pacific island small states","PSS","Agricultural land (sq. km)","AG.LND.AGRI.K2","","5113","5133","5193","5193","5284","5294","5224","5214","5254","5319","5324","5424","5474","5534","5654","5834","5974","6084","6189","6254","6414","6554","6680","6814","6984","7098","7241","7454","7396","7574","8132","8272","8272","8262","8402","8422","8412","8332","8340","8322","8349","8369","8409","8409","8479","8541","8535","8560","8580","8680","8775","8850","8881","8961","9067.2","9078","9108","9108","","",
"Post-demographic dividend","PST","Agricultural land (sq. km)","AG.LND.AGRI.K2","","11862428.445","11852884.315","11855610.782","11862223.096","11869654.91","11869006.257","11890594.639","12124560.611","12091540.189","11887883.985","11914271.667","11909346","11874790","11883092","11874771","11886129.9","11788196","11809328","11769981","11784119","11781231","11758225","11676916","11698594","11694325","11510128.92","11490590","11497126","11445597","11412404","11375109.464","11978842","11925677","11984929","11906546","11882586","11832361","11837549","11721890","11727737.8","11717109.808","11577064.2","11484724.1","11034057.1","11183402.5","11150863.1","11020539.2","10906580.2","10817123.6","10701353.4","10860356","10744669.038","10586926.123","10601367.737","10336616.426","10280853.469","10578977.827","10439550.309","","",
"French Polynesia","PYF","Agricultural land (sq. km)","AG.LND.AGRI.K2","","440","440","440","440","440","440","440","440","440","440","440","440","440","440","440","440","440","440","440","440","440","440","440","440","440","440","430","430","430","430","430","430","430","430","430","430","430","430","430","430","430","450","450","450","450","450","450","450","445","445","455","455","455","455","455","455","455","455","","",
"Qatar","QAT","Agricultural land (sq. km)","AG.LND.AGRI.K2","","510","510","510","510","510","510","510","510","510","510","510","510","510","520","520","520","520","520","530","550","560","570","580","590","590","600","610","610","600","610","610","640","650","650","650","660","660","660","660","660","663","645","646","646","642","656","656","670.6","651","665","650.3","665.2","685","676","678","670","670","670","","",
"Romania","ROU","Agricultural land (sq. km)","AG.LND.AGRI.K2","","146010","146880","147240","147420","147910","148350","148380","149720","149680","149300","149350","149430","149040","149290","149460","149550","149600","149650","149670","149640","149480","149630","149810","149920","150200","150380","150930","151090","147580","147690","147980","147900","147930","147980","147970","147820","147980","147470","147810","148570","147980","148180","148000","141300","141800","140390","136300","136340","136210","141560","139820","137330","139050","138300","138580","135210","133780","134140","","",
"Russian Federation","RUS","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2216310","2187950","2177110","2164000","2161110","2179890","2172870","2167900","2171620","2168610","2166510","2162770","2159800","2156800","2154880","2154630","2154940","2154940","2154940","2154940","2154940","2154940","2154940","2154940","2154940","2154940","2154940","","",
"Rwanda","RWA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","13150","13250","13350","13450","13550","13650","13750","13830","13970","14040","14480","15080","15050","15840","16120","16390","16650","16800","16970","17150","17600","17750","17900","18080","18190","18300","18420","18530","18550","18790","18770","18370","17300","14850","14850","15450","15950","16150","16610","16700","17490","18310","18040","18158.8","17829","18029.5","18048.8","18074.4","18088.7","18039.2","18164.4","18157.3","18425","18095","18117","18117","18117","18117","","",
"South Asia","SAS","Agricultural land (sq. km)","AG.LND.AGRI.K2","","2635040","2651870","2653150","2664860","2680040","2686390","2691460","2694460","2674330","2680420","2674620","2680460","2698840","2698090","2705480","2702330","2704250","2719770","2717900","2725780","2718110","2741406","2717452","2739428","2734224","2717680","2733156","2718482","2727848","2719904","2722070","2712782","2715144","2712726","2711888","2709480","2719272","2720694","2721776","2719641","2717700","2716940","2714750","2707770","2706260","2704410","2699360","2695093","2696790","2692409","2700281","2700735","2703845","2703765","2703427.4","2709701.1","2711764.3","2705488","","",
"Saudi Arabia","SAU","Agricultural land (sq. km)","AG.LND.AGRI.K2","","861700","861900","862120","862410","862620","862840","863040","863400","863750","864200","864670","865170","865700","866400","866840","867500","868040","868560","869090","869620","870130","870680","872700","924230","976250","1027800","1079800","1131300","1182900","1234810","1236720","1237460","1307850","1377850","1447850","1517850","1587850","1667850","1737850","1737850","1737910","1737930","1737980","1737090","1737170","1736740","1736750","1735720","1734350","1734060","1733880","1733450","1732950","1735753","1736354","1736190","1736292","1736290","","",
"Sudan","SDN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","682113.6","682071.6","681945.6","681861.6","681861.6","681861.6","681861.6","681861.6","","",
"Senegal","SEN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","86470","86470","87470","87470","88470","88470","89470","91170","89030","88640","89460","89460","89960","90460","90460","90450","88440","88430","88420","88410","88400","88390","88380","88370","88360","88340","88320","88300","88270","88690","87090","87800","88180","89150","88150","89070","86280","83900","91120","90270","87990","87500","86320","86870","87760","84880","85030","92750","94880","94580","89650","89650","88680","88720","88730","88780","88780","88780","","",
"Singapore","SGP","Agricultural land (sq. km)","AG.LND.AGRI.K2","","140","140","130","130","130","130","130","120","120","120","100","110","110","90","80","80","80","80","80","80","70","60","60","60","50","40","30","30","20","20","12","12","12","12","12","12","12","12","12","12","12","12","8","8","7.6","7.5","8","7","7","7.4","7.3","7.3","6.7","6.6","6.6","6.6","6.6","6.6","","",
"Solomon Islands","SLB","Agricultural land (sq. km)","AG.LND.AGRI.K2","","550","550","550","550","550","550","550","550","550","550","550","550","550","550","550","550","560","570","590","590","590","620","620","640","640","660","650","670","680","680","690","710","710","720","730","730","730","740","760","760","770","790","830","830","890","940","940","970","1010","1070","1100","1110","1110","1115","1130","1140","1170","1170","","",
"Sierra Leone","SLE","Agricultural land (sq. km)","AG.LND.AGRI.K2","","26120","26170","26240","26290","26340","26390","26440","26540","26590","26640","26690","26740","26790","26840","26890","26940","26990","27090","27190","27240","27290","27440","27490","27640","28140","28190","28240","28250","28250","28250","28250","28150","28110","28100","28100","28100","28090","28090","28040","28100","30015.2","32300.8","35666.7","37727.3","38120.2","40298.8","36237.2","37122.3","38009.7","39303.8","40176.3","38366.5","39486.5","39490","39490","39490","39490","39490","","",
"El Salvador","SLV","Agricultural land (sq. km)","AG.LND.AGRI.K2","","12520","12520","12580","12580","12600","12500","12410","12390","12370","12350","12780","12810","12880","12980","13080","13000","13090","13500","14000","14100","13700","13410","13370","13470","13670","13870","13870","14070","14070","13531.2","13576.2","13621.2","13666.2","13711.2","13756.2","13880","13846.2","13891.2","14810","13981.2","14026.2","14071.2","14116.2","14161.2","14206.2","14251.2","14296.2","14341.2","14386.2","14431.2","14476.2","14521.2","14566.2","14611.2","14656.2","14701.2","14746.2","14791.2","","",
"San Marino","SMR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","23","23","23","23","","",
"Somalia","SOM","Agricultural land (sq. km)","AG.LND.AGRI.K2","","439050","439100","439150","439200","439250","439300","439350","439400","439450","439500","439550","439600","439650","439700","439750","439800","439850","439900","439950","440000","440050","440100","440150","440200","440250","440300","440350","440390","440400","440420","440420","440430","440440","440500","440560","440610","440660","440670","440670","440670","440710","442260","442760","443770","443770","441680","440280","441280","441280","441280","440280","440250","441250","441250","441250","441250","441250","441250","","",
"Serbia","SRB","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35370","35729","36036","35180","35216","35282","34626","34912","35064","34810","34560","34190","34640","","",
"Sub-Saharan Africa (excluding high income)","SSA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","8351435.1","8358690","8386149.1","8394070.7","8414631.3","8393149.9","8413838.7","8427069.5","8489690.3","8462144.7","8462785.6","8426200","8477410","8432630","8432600","8441210","8398810","8398850","8392670","8422410","8399430","8417880","8433800","8476680","8527450","8594210","8600080","8622810","8640410","8501143.7","8414761.89","8450630.28","8304766.92","8338732.86","8399006.85","8401274.64","8439900.63","8461129.12","8509270.66","8540502.2","8585394.25","8611568.7","8666877.45","8698568.18","8775542.7","8791040.72","8822632.34","8880590.96","8916416.58","8950373.6","9951971.28","10033578.64","10072577.2","10094107.5","10105331.3","10124219.921","10133439.1","10146662.62","","",
"South Sudan","SSD","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","285332","285332","285332","285332","285332","285332","285332","285332","","",
"Sub-Saharan Africa","SSF","Agricultural land (sq. km)","AG.LND.AGRI.K2","","8351485.1","8358740","8386199.1","8394120.7","8414681.3","8393199.9","8413888.7","8427119.5","8489740.3","8462194.7","8462835.6","8426250","8477460","8432680","8432650","8441260","8398860","8398900","8392720","8422460","8399480","8417940","8433860","8476740","8527510","8594270","8600140","8622860","8640460","8501183.7","8414801.89","8450670.28","8304806.92","8338772.86","8399046.85","8401314.64","8439940.63","8461169.12","8509310.66","8540542.2","8585434.25","8611608.7","8666917.45","8698608.18","8775582.7","8791080.72","8822662.34","8880620.96","8916445.58","8950397.6","9951986.28","10033593.64","10072592.7","10094123","10105346.8","10124235.421","10133454.6","10146678.12","","",
"Small states","SST","Agricultural land (sq. km)","AG.LND.AGRI.K2","","836453","836763","837043","837343","837464","837924","837774","837534","836684","834879","834494","834354","834306","833443","831047","832303","833125","834477","834466","833884","834391","834784","834872","835399","835790","836052","836791.6","836981","836599.4","799097.1","799556.05","813245","815011.95","805197.4","836767.9","806225.2","806291.6","805717","806074.4","807305","806054.45","804157.9","805312.35","804887.58","806640.3","811085.92","810939.24","812195.96","813662.98","813339.7","814286.74","814163.02","811318.38","813389.94","812328.1","814051.7","815033.3","815601.77","","",
"Sao Tome and Principe","STP","Agricultural land (sq. km)","AG.LND.AGRI.K2","","350","350","350","350","360","360","360","360","360","360","370","370","370","370","370","370","370","370","370","370","370","370","370","370","380","380","380","380","420","420","420","420","420","440","450","450","460","460","470","490","510","510","530","490","480","480","480","470","470","460","440","440","440","440","440","440","440","440","","",
"Suriname","SUR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","410","420","410","460","470","440","430","430","470","480","520","530","560","570","580","590","610","620","640","690","730","750","750","770","810","840","880","880","880","880","890","890","890","890","890","890","880","880","880","880","860","740","805","775","728","728","700","708","804","783","800","732","832","882","870","870","840","840","","",
"Slovak Republic","SVK","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24460","24460","24460","24440","24450","24430","24430","24400","22550","22370","22360","19340","19410","19390","19300","19370","19300","19447","19297","19274","18934","18894","18886","18860","18790","18890","","",
"Slovenia","SVN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5640","5600","5490","5380","5250","4950","4900","5000","5180","5100","5050","5100","4920","5090","4910","4980","6185.6","6251.2","6238.6","6206.1","6117.9","6102.1","6148.4","6164.9","6174.8","6150.4","6120","","",
"Sweden","SWE","Agricultural land (sq. km)","AG.LND.AGRI.K2","","42370","41720","39810","39430","38490","37970","37850","37210","37450","37530","37580","37340","37180","37350","37260","37350","37220","37280","37110","37040","36750","36600","36360","36110","34940","34760","34550","34370","34180","34130","33580","33440","33560","33560","32670","32970","32590","32310","31940","31530","31540","31700","31630","31840","32160","31630","31370","30930","30790","30850","30660","30486","30479","30327","30398","30315","30210","30090","","",
"Eswatini","SWZ","Agricultural land (sq. km)","AG.LND.AGRI.K2","","14680","14780","14740","14770","14840","14930","14970","14980","14940","14940","14940","15130","15130","14820","13130","13710","13930","13930","13400","12910","12840","12860","12880","12690","12840","13290","13070","12850","12640","12380","12270","12230","12220","12220","12220","12220","12230","12230","12230","12230","12240","12240","12240","12240","12240","12240","12240","12240","12220","12220","12220","12220","12220","12220","12220","12220","12220","12220","","",
"Sint Maarten (Dutch part)","SXM","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Agricultural land (sq. km)","AG.LND.AGRI.K2","","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","60","60","60","60","60","60","50","50","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","30","30","29","24","15","15","15.5","15.5","15.5","15.5","15.5","15.5","","",
"Syrian Arab Republic","SYR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","149410","149700","150410","148540","142990","136300","136300","134210","134450","134590","134580","141610","144780","145170","141070","142130","140400","140090","139600","140620","141150","141130","139910","139730","139510","139200","139070","137330","134920","134950","135120","136130","136420","137860","137890","137900","138040","137540","137670","137110","137230","137590","138130","139050","138280","138770","138970","138980","139080","139080","139150","139210","139210","139210","139210","139210","139210","139210","","",
"Turks and Caicos Islands","TCA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","","",
"Chad","TCD","Agricultural land (sq. km)","AG.LND.AGRI.K2","","479000","479000","479000","479000","479000","479000","479000","479000","479000","479000","479000","479000","479100","479200","480000","481000","481000","481500","481500","481500","481500","481500","481500","481500","481550","482050","482050","482300","482500","483000","483500","483700","484000","484200","484500","484300","486300","486300","486300","486300","489300","487300","488300","488300","489300","489300","489310","489310","490350","492350","493350","496850","500360","502360","502370","502380","502380","502380","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","5680080.4","5712952.5","5747901.7","5783433.2","5824967.4","5865075.3","5906930.8","5946477","5993813.4","6045749.1","6084381.8","6142344.3","6204802.9","6283748.7","6338035.4","6255723.533","6329778.067","6395050.1","6437035.1","6487305.4","6546001.9","6648511.9","6759614.4","6865825.2","7020151.5","7105737","7197095","7272182","7346253","7418320","7447567","7450807","7452316","7491641","7502652","7507233","7617431.5","7621404","7656918.5","7677269","7694712.444","7705300.889","7584341.055","7620662.778","7614764.322","7631886.667","7659722.111","7685719.556","7717936.562","7726672.3","7739221","7750419.033","7761289.8","7758828","7781512.999","7809046.9","7829495.9","7828813","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Agricultural land (sq. km)","AG.LND.AGRI.K2","","783450","785150","792040","791660","790630","793080","790640","794710","804250","798910","799660","803360","801450","796740","791670","793300","794630","794460","802300","798490","797660","783410","778650","788290","793450","796770","806660","804710","807400","805190","809060","6700992","6672956","6665690","6602766","6578568","6599385","6586089","6580967","6579447","6563862","6539738","6515690","6501158","6486486","6510720","6486625","6470568","6461695","6517139","6505593","6500826","6499490.3","6499110.1","6494094","6488171","6482149.01","6476947.81","","",
"Togo","TGO","Agricultural land (sq. km)","AG.LND.AGRI.K2","","30700","30700","30700","30700","30750","30750","30750","30750","30750","30750","28800","28800","28800","28800","28800","28800","28800","29800","30300","30350","30350","30350","30350","30850","30900","30900","31100","31400","31400","31900","31950","31950","33000","33000","33000","34000","34500","35300","36300","36300","34800","35050","34800","34550","32500","32800","34950","35450","36050","36650","36650","38500","38200","38200","38200","38200","38200","38200","","",
"Thailand","THA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","116530","119800","124600","126900","129400","132100","134600","137000","139200","142480","143990","152300","160800","168830","172200","175480","179650","183760","187020","189380","193410","197790","198980","200510","205770","207750","212400","213300","213370","213830","215160","213740","212450","211200","212100","208630","204420","200520","200170","198340","198280","196890","195540","195550","196100","197000","198000","200500","208790","210600","210600","218600","221100","221100","221100","221100","221100","221100","","",
"Tajikistan","TJK","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44890","45430","44700","45820","45850","45620","45470","45680","45730","45730","45710","45960","46500","46720","47350","47290","47270","47594","47557","47528","47490","47462","47417","47383","47335","47401","47277","","",
"Turkmenistan","TKM","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","353500","354500","354500","355000","355000","355000","355000","355400","355000","355000","353500","351900","350500","348800","347000","345500","343500","342050","340000","338380","338380","338380","338380","338380","338380","338380","338380","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","5635470","5670830","5702420","5735690","5772110","5804980","5833180","5870260","5914950","5956670","6014470","6063510","6109010","6159219","6208040","6272220","6339460","6394490","6453062","6513347.08","6544886","6581576","6634786","6674307","6704535.07","6708254","6706760.6","6696989","6694537.4","6680781.9","6682586.62","6670044.98","6666490.52","6663504.82","6657512.15","6692091.28","6702034.81","6716986.14","6727805.27","6689874.5","6664471.35","6690116.82","6712470.23","6742541.2","6787358.75","6817730.7","6865944.35","6852617.3","6858677.85","6895420.7","6910117.64","6931113.48","6960668.32","6937617.7","6964760.6","6986136.6","7059408.7","7059788.71","","",
"Timor-Leste","TLS","Agricultural land (sq. km)","AG.LND.AGRI.K2","","2300","2300","2300","2300","2300","2300","2320","2320","2330","2430","2430","2450","2500","2500","2550","2580","2620","2710","2760","2790","2820","2840","2860","2890","2920","2950","2990","3030","3050","3180","3300","3300","3350","3400","3400","3420","3430","3410","3370","3370","3620","3620","3650","3850","3850","3850","3750","3800","3820","3720","3730","3840","3800","3800","3800","3800","3800","3800","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","2005230","2004150","2006600","2007130","2009600","2009320","2015630","2018670","2025420","2032710","2062730","2074090","2078720","2079610","2069870","2072580","2071230","2067770","2079060","2066910","2029796","2037553.4","2044467.4","2051423.6","2054688","2054898","2060850","2067570","2064678","2065612","2090124","2108259.8","2119611.8","2124776.6","2125510","2129904.6","2120429.2","2132456.2","2119555","2107940","2116980","2124160","2130207","2138933","1976710","1975953","1980189","1957247","1955311","1960126","1962000","1964153.9","1966999.55","1963592.9","1964511.771","1961837.254","1962128.096","1962513.158","","",
"Tonga","TON","Agricultural land (sq. km)","AG.LND.AGRI.K2","","270","280","290","290","300","310","310","310","330","320","320","330","330","340","340","330","330","330","330","340","340","340","330","330","330","330","330","330","320","320","320","320","320","320","330","330","310","310","310","300","300","300","300","300","300","310","310","310","320","320","320","330","330","340","350","350","350","350","","",
"South Asia (IDA & IBRD)","TSA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","2635040","2651870","2653150","2664860","2680040","2686390","2691460","2694460","2674330","2680420","2674620","2680460","2698840","2698090","2705480","2702330","2704250","2719770","2717900","2725780","2718110","2741406","2717452","2739428","2734224","2717680","2733156","2718482","2727848","2719904","2722070","2712782","2715144","2712726","2711888","2709480","2719272","2720694","2721776","2719641","2717700","2716940","2714750","2707770","2706260","2704410","2699360","2695093","2696790","2692409","2700281","2700735","2703845","2703765","2703427.4","2709701.1","2711764.3","2705488","","",
